0.0003,98.60
0.0006,98.60
0.0008,98.60
0.0011,98.71
0.0017,98.60
0.0019,98.60
0.0022,98.60
0.0028,98.60
0.0031,98.71
0.0033,98.60
0.0036,98.71
0.0042,98.60
0.0044,98.71
0.0047,98.71
0.0053,98.60
0.0056,98.71
0.0058,98.71
0.0061,98.60
0.0067,98.71
0.0069,98.60
0.0072,98.60
0.0078,98.71
0.0081,98.60
0.0083,98.71
0.0086,98.71
0.0092,98.60
0.0094,98.71
0.0097,98.71
0.0103,98.71
0.0106,98.71
0.0108,98.71
0.0111,98.71
0.0117,98.71
0.0119,98.71
0.0122,98.71
0.0128,98.71
0.0131,98.71
0.0133,98.71
0.0136,98.71
0.0142,98.71
0.0144,98.71
0.0147,98.71
0.0153,98.71
0.0156,98.71
0.0158,98.71
0.0161,98.71
0.0167,98.71
0.0169,98.71
0.0172,98.71
0.0175,98.71
0.0181,98.71
0.0183,98.71
0.0186,98.71
0.0192,98.71
0.0194,98.71
0.0197,98.71
0.0200,98.71
0.0206,98.71
0.0208,98.71
0.0211,98.71
0.0217,98.71
0.0219,98.71
0.0222,98.71
0.0225,98.82
0.0231,98.71
0.0233,98.82
0.0236,98.82
0.0242,98.82
0.0244,98.82
0.0247,98.82
0.0250,98.82
0.0256,98.82
0.0258,98.82
0.0261,98.82
0.0267,98.82
0.0269,98.82
0.0272,98.82
0.0275,98.82
0.0281,98.82
0.0283,98.82
0.0286,98.82
0.0292,98.82
0.0294,98.94
0.0297,98.82
0.0300,98.94
0.0306,98.94
0.0308,98.94
0.0311,98.94
0.0317,98.94
0.0319,98.94
0.0322,98.94
0.0325,98.94
0.0331,98.94
0.0333,98.94
0.0336,98.94
0.0342,98.94
0.0344,99.05
0.0347,99.05
0.0350,99.05
0.0356,98.94
0.0358,99.05
0.0361,99.05
0.0367,99.05
0.0369,99.05
0.0372,99.05
0.0375,99.05
0.0381,99.16
0.0383,99.05
0.0386,99.16
0.0392,99.05
0.0394,99.16
0.0397,99.05
0.0400,99.16
0.0406,99.16
0.0408,99.16
0.0411,99.16
0.0417,99.16
0.0419,99.16
0.0422,99.16
0.0425,99.16
0.0431,99.27
0.0433,99.16
0.0436,99.27
0.0442,99.27
0.0444,99.27
0.0447,99.27
0.0450,99.27
0.0456,99.27
0.0458,99.27
0.0461,99.39
0.0467,99.39
0.0469,99.27
0.0472,99.39
0.0475,99.39
0.0481,99.39
0.0483,99.39
0.0486,99.39
0.0492,99.39
0.0494,99.39
0.0497,99.39
0.0500,99.50
0.0506,99.50
0.0508,99.50
0.0511,99.50
0.0517,99.50
0.0519,99.50
0.0522,99.50
0.0525,99.50
0.0531,99.61
0.0533,99.61
0.0536,99.61
0.0542,99.61
0.0544,99.61
0.0547,99.61
0.0550,99.61
0.0556,99.61
0.0558,99.61
0.0561,99.72
0.0567,99.72
0.0569,99.72
0.0572,99.72
0.0575,99.72
0.0581,99.72
0.0583,99.84
0.0586,99.72
0.0592,99.84
0.0594,99.84
0.0597,99.84
0.0600,99.84
0.0606,99.84
0.0608,99.84
0.0611,99.95
0.0617,99.84
0.0619,99.95
0.0622,99.95
0.0625,99.95
0.0631,99.95
0.0633,99.95
0.0636,99.95
0.0642,100.06
0.0644,99.95
0.0647,100.06
0.0650,99.95
0.0656,99.95
0.0658,100.06
0.0661,100.06
0.0667,100.06
0.0669,100.06
0.0672,100.17
0.0675,100.17
0.0681,100.17
0.0683,100.17
0.0686,100.17
0.0692,100.17
0.0694,100.17
0.0697,100.17
0.0700,100.17
0.0706,100.17
0.0708,100.29
0.0711,100.29
0.0717,100.29
0.0719,100.29
0.0722,100.29
0.0725,100.29
0.0731,100.40
0.0733,100.40
0.0736,100.40
0.0742,100.40
0.0744,100.40
0.0747,100.40
0.0750,100.40
0.0756,100.51
0.0758,100.40
0.0761,100.51
0.0767,100.51
0.0769,100.51
0.0772,100.51
0.0775,100.51
0.0781,100.51
0.0783,100.62
0.0786,100.51
0.0792,100.62
0.0794,100.62
0.0797,100.62
0.0800,100.74
0.0806,100.74
0.0808,100.62
0.0811,100.62
0.0817,100.74
0.0819,100.74
0.0822,100.74
0.0825,100.74
0.0831,100.74
0.0833,100.74
0.0836,100.74
0.0842,100.85
0.0844,100.85
0.0847,100.85
0.0850,100.85
0.0856,100.85
0.0858,100.85
0.0861,100.96
0.0867,100.96
0.0869,100.85
0.0872,100.96
0.0875,100.96
0.0881,100.96
0.0883,101.07
0.0886,100.96
0.0892,101.07
0.0894,101.07
0.0897,101.07
0.0900,101.07
0.0906,101.07
0.0908,101.19
0.0911,101.07
0.0917,101.19
0.0919,101.19
0.0922,101.19
0.0925,101.19
0.0931,101.19
0.0933,101.19
0.0936,101.19
0.0939,101.30
0.0944,101.30
0.0947,101.30
0.0950,101.30
0.0956,101.30
0.0958,101.30
0.0961,101.41
0.0964,101.30
0.0969,101.41
0.0972,101.41
0.0975,101.41
0.0981,101.41
0.0983,101.41
0.0986,101.41
0.0989,101.41
0.0994,101.52
0.0997,101.52
0.1000,101.52
0.1006,101.52
0.1008,101.52
0.1011,101.52
0.1014,101.64
0.1019,101.52
0.1022,101.64
0.1025,101.64
0.1031,101.64
0.1033,101.64
0.1036,101.64
0.1039,101.64
0.1044,101.75
0.1047,101.64
0.1050,101.75
0.1056,101.75
0.1058,101.75
0.1061,101.75
